,popularity,action,adventure,science_fiction,thriller,fantasy,crime,western,drama,family,animation,comedy,mystery,romance,war,history,music,horror,documentary,tv_movie,foreign
128,1.29314,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
129,1.291013,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
130,1.284541,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
131,1.278928,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
132,1.25358,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
133,1.251681,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
134,1.2452239999999999,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
135,1.225325,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
136,1.191138,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
137,1.178831,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
138,1.1647239999999999,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
139,1.161812,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
140,1.144808,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,1.142518,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
142,1.138395,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
143,1.128081,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
144,1.1252389999999999,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
145,1.0733489999999999,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
146,1.065888,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
147,1.0630549999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
148,1.046518,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
149,1.041922,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,1.03839,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
151,1.036825,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
152,1.02762,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
153,1.021441,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,1.0084739999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
155,1.0070540000000001,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
156,0.973316,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
157,0.956096,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
158,0.9536469999999999,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
159,0.953046,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
160,0.950793,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
161,0.9384319999999999,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
162,0.9376200000000001,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
163,0.9273389999999999,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
164,0.91704,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
165,0.913085,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
166,0.90686,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
167,0.9060360000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
168,0.898295999999999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
169,0.8944770000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170,0.880937999999999,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
171,0.880268,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
172,0.874641,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
173,0.872149,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,0.8611790000000001,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
175,0.848748,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
176,0.843174,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
177,0.842202,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
178,0.8369409999999989,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
179,0.8324870000000001,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
180,0.829111,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
181,0.821443,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
182,0.820691,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
183,0.814206,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
184,0.813893,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
185,0.810667,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
186,0.795762,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
187,0.792471,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
188,0.7879689999999989,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,0.781809,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
190,0.7739090000000001,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
191,0.77107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,0.768138,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,0.758133,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
194,0.747541,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
195,0.738404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
196,0.7299,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
197,0.719407,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
198,0.7141310000000001,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
199,0.7073550000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
200,0.706023,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
201,0.7013699999999989,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
202,0.699932,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
203,0.69957,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
204,0.696184,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,0.690479,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
206,0.6895789999999989,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
207,0.689571,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
208,0.6737920000000001,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
209,0.669351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
210,0.661471,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
211,0.6611630000000001,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
212,0.654335,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
213,0.654046,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
214,0.649628,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215,0.644786,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
216,0.640151,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False
217,0.638556999999999,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,0.633608,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,0.629560999999999,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
220,0.607124,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
221,0.606113,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
222,0.604928,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
223,0.602165,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
224,0.599751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
225,0.599655,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
226,0.589472,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
227,0.586735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,0.584363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
229,0.577814,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
230,0.570743999999999,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,0.569443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
232,0.561032,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
233,0.560743999999999,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
234,0.560423,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
235,0.553238,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
236,0.5485869999999989,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
237,0.5478270000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
238,0.546458,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
239,0.542568,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
240,0.5327,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
241,0.532239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242,0.532205,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
243,0.52985,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
